"6faa82e8-c646-4e57-a45b-7dacac7319ac","MINOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportV3Page.jsx",132,"Prefer `Number.parseInt` over `parseInt`.","OPEN","parsisdominique@gmail.com","2026-03-09T00:56:52+0100"
"1ceb3ba8-babb-4516-bd06-d613807466fa","MINOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportV3Page.jsx",133,"Prefer `Number.parseInt` over `parseInt`.","OPEN","parsisdominique@gmail.com","2026-03-09T00:56:52+0100"
"bfab41c4-6f8b-45ab-a11b-3c286a24439c","MINOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/match/live/LiveBetDashboard.jsx",1,"Remove this unused import of 'useCallback'.","OPEN","parsisdominique@gmail.com","2026-03-09T00:56:52+0100"
"27bbb337-fc42-4bf3-be96-b4fc669872c8","MINOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/context/ImportContext.jsx",34,"Handle this exception or don't catch it at all.","OPEN","parsisdominique@gmail.com","2026-03-09T00:56:52+0100"
"24fdb24c-0433-4292-9202-4bacac042936","MINOR","CODE_SMELL","FRmicrow_dataFootV1:backend/src/services/v3/deepSyncService.js",98,"Handle this exception or don't catch it at all.","OPEN","parsisdominique@gmail.com","2026-03-09T00:41:23+0100"
"aba29818-3db2-4b40-9b72-e36cce56b6f0","MINOR","CODE_SMELL","FRmicrow_dataFootV1:backend/src/controllers/v3/importMatrixController.js",34,"Handle this exception or don't catch it at all.","OPEN","parsisdominique@gmail.com","2026-03-09T00:37:04+0100"
"03832ea2-8028-4ac6-8b42-dd6434273e64","MINOR","CODE_SMELL","FRmicrow_dataFootV1:backend/src/controllers/v3/importMatrixController.js",40,"Handle this exception or don't catch it at all.","OPEN","parsisdominique@gmail.com","2026-03-09T00:37:04+0100"
"c54df620-171f-43b7-bc4a-18d24ccd7ada","BLOCKER","VULNERABILITY","FRmicrow_dataFootV1:export_sonar_issues.py",5,"Make sure this SonarQube token gets revoked, changed, and removed from the code.","OPEN","parsisdominique@gmail.com","2026-03-09T00:29:50+0100"
"7ad9f3ff-1752-4b15-a5c2-28cc7351ed43","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/league/StandingsTable.jsx",6,"'rank' is missing in props validation","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"a9a021e3-8eee-47ce-a91e-efbeecf22c58","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/league/StandingsTable.jsx",25,"'form' is missing in props validation","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"0827b9ac-f56e-4175-a5f1-6ec19cf0ac9a","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/league/StandingsTable.jsx",27,"'form.split' is missing in props validation","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"2cac282e-c259-41b9-b0c3-448cd2609912","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/MLSimulationDashboard.jsx",279,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"137ed530-5439-411b-95f7-7c7cc2bceeb8","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",35,"'code' is missing in props validation","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"147857f2-3df9-4a92-bc29-a53fc8c81d64","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",35,"'label' is missing in props validation","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"20224d07-8d3d-4976-9c58-ebb6b68deb85","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",35,"'pillar' is missing in props validation","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"6cfc155f-c6c6-43d5-84c7-8b707e4c7afc","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",35,"'isQueued' is missing in props validation","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"9d5ec985-21a3-464b-bdc1-326092007388","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",35,"'tooltipText' is missing in props validation","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"dbb76507-5182-476c-a27f-5663a651a207","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",35,"'onClick' is missing in props validation","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"5d8038ff-9ebd-4060-83f3-0febd62f9e87","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",36,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"9ad4571b-ae84-48e0-a2cb-e336ec2e41c4","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",36,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"af690270-bed1-46fe-ac88-3be6b092b5c1","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",36,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"1b0613a8-3600-474d-9509-f2c98314609d","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",44,"'pillar.toUpperCase' is missing in props validation","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"8fe3b116-353e-4c3d-8787-140e88faceb1","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",294,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"e5a5fd90-10e0-4451-8314-2e92b4f26aae","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/import/ImportMatrixPage.jsx",294,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"5c24bafc-91d4-4374-b4bc-f1c2272bfff9","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/league/V3LeaguesList.jsx",37,"Remove this useless assignment to variable ""toggleCountry"".","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"6d340c20-1650-4ce3-8a40-5f1417da74c0","MINOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/league/V3LeaguesList.jsx",37,"Remove the declaration of the unused 'toggleCountry' variable.","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"21564009-154b-460e-bba9-f2f364fe852e","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/search/SearchPageV3.jsx",219,"Use <input type=""button"">, <input type=""image"">, <input type=""reset"">, <input type=""submit"">, or <button> instead of the ""button"" role to ensure accessibility across all devices.","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"87a4c3f9-6db3-4962-abeb-4da6adac94b4","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/pages/search/SearchPageV3.jsx",253,"Use <input type=""button"">, <input type=""image"">, <input type=""reset"">, <input type=""submit"">, or <button> instead of the ""button"" role to ensure accessibility across all devices.","OPEN","parsisdominique@gmail.com","2026-03-09T00:07:57+0100"
"92abdd48-ac48-4853-b56d-caa3bbe05f22","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/LeagueSelector.jsx",8,"A form label must be associated with a control.","OPEN","parsisdominique@gmail.com","2026-03-08T20:08:21+0100"
"39e3c307-f5a7-4d69-a51e-d45a97aba21f","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ModelSection.jsx",47,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-08T20:08:21+0100"
"3dea8800-f329-46e3-aa52-723c5e3589bb","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ModelSection.jsx",49,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-08T20:08:21+0100"
"48475879-5521-4a1a-9b70-378f66803333","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ModelSection.jsx",49,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-08T20:08:21+0100"
"d5e97893-8f88-49c1-8eb5-37d8be195236","MINOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/ModelSection.jsx",56,"Unexpected negated condition.","OPEN","parsisdominique@gmail.com","2026-03-08T20:08:21+0100"
"deb99e79-6e35-4a6b-9235-1e6f028a3545","CRITICAL","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/RetrainSection.jsx",4,"Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.","OPEN","parsisdominique@gmail.com","2026-03-08T20:08:21+0100"
"694f001f-e335-4e90-a757-8bb56f619c82","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/RetrainSection.jsx",42,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-08T20:08:21+0100"
"0255ee13-2e9c-4c7f-93bc-7e05ca4bf312","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/RetrainSection.jsx",45,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-08T20:08:21+0100"
"2b63287a-34ae-44a1-bd81-ba519f3218a4","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/RetrainSection.jsx",51,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-08T20:08:21+0100"
"fcfdf9c4-bd3c-414d-8666-6309ef82973a","MAJOR","CODE_SMELL","FRmicrow_dataFootV1:frontend/src/components/v3/modules/ml/simulation/RetrainSection.jsx",55,"Extract this nested ternary operation into an independent statement.","OPEN","parsisdominique@gmail.com","2026-03-08T20:08:21+0100"
